0,1,2,3,label
-4.5019336,2.7382421,-2.3515525,-8.490846,1
-8.274598,0.33195746,-4.7177567,2.2395759,3
-9.022568,-2.0529015,6.129897,-20.694363,2
-34.291737,-25.246185,-26.297493,31.209538,3
1.4737636,-7.950254,-1.757177,-2.981807,0
-1.4157218,2.8137324,-8.132025,-6.8709307,1
-7.8917756,-4.47639,-20.456675,8.426935,3
-2.089376,-5.6584477,6.1973906,-6.25131,2
-20.054035,-10.551323,30.614645,-31.36505,2
-13.985594,-15.995465,-89.2855,36.795597,3
-8.059595,-0.25582713,7.1240683,-18.390488,2
-142.95006,62.29192,-58.29248,-62.51176,1
5.1737976,-8.942698,-8.217896,-1.8511823,0
-20.183643,-2.7022705,6.666022,-18.541605,2
-5.314727,4.3873982,-3.8230321,-6.977068,1
3.848453,-41.604664,-17.553658,20.702166,3
-6.973374,-1.5647593,-5.854497,4.485861,3
-9.797966,-5.581648,-2.9497166,7.817977,3
-8.526514,-6.029286,7.9532027,-3.4164665,2
-0.7948123,2.4927008,-5.784893,-3.8734555,1
-9.872193,6.594829,-10.414907,-2.9688892,1
-17.85312,-1.1784325,10.186738,-8.114119,2
-2.3348324,-4.279047,9.519573,-20.555544,2
-11.968318,0.38896078,-4.3918705,4.7333927,3
-10.808177,3.6173663,2.7100728,-6.713108,1
-4.185529,-3.4552388,-14.282709,-7.515682,1
-0.69754326,2.2419703,18.725548,-81.21563,2
2.393911,-8.798966,-3.3948755,-2.4244406,0
-65.992455,43.878403,-83.35733,-93.483475,1
-2.6089623,-4.2723103,-14.685855,3.0651205,3
-3.696667,3.7094386,-5.3209124,-2.2385714,1
-2.2355938,-1.9059097,-4.146373,4.259829,3
-20.639154,-3.0193737,13.132288,-4.373805,2
-11.081788,-5.1479564,12.505826,-7.369296,2
-12.449234,5.1838436,-0.6460948,-2.5491958,1
-2.9254668,-5.004156,-9.123114,5.553017,3
0.36194712,-6.8632402,-1.3567978,-3.607617,0
3.8234997,-14.037885,-3.3159897,-0.94269615,0
-1.1857731,-10.612356,-4.367651,-2.3635237,0
-6.172631,-1.1786625,-4.144379,5.957998,3
-4.5285873,-1.7374064,-0.4248445,-2.5025406,1
2.967192,-4.896588,-3.7668726,-5.833001,0
-7.801558,1.9283228,-18.711044,-9.835572,1
20.72842,-2.208708,-2.2277822,-58.368504,0
-11.350212,11.63661,-11.282747,-5.065974,1
-7.5790453,-0.5195213,-5.8157067,4.0614514,3
-3.8651013,-2.2647552,5.2200565,-6.1585593,2
-12.10288,-3.8448334,-4.455841,7.933036,3
-2.624589,3.7453713,-2.0851524,-9.216675,1
8.389586,-18.376007,-12.280205,5.55582,0
-0.9835567,-5.2709026,7.8168836,-9.804061,2
-9.943751,-2.9001179,-9.582515,7.271482,3
16.888395,-4.53912,-11.364437,-27.11724,0
5.3002114,-4.1372466,-2.551464,-7.1736345,0
-7.1671386,-5.9257264,3.9228399,-1.1672194,2
6.080595,-9.764512,-3.1998575,-46.295204,0
-3.0160143,-4.6709666,10.348559,-14.729842,2
-80.315445,90.856415,-96.23711,-85.10432,1
-0.79494506,-3.464831,1.9230602,-3.9836109,2
3.7957864,-10.289168,4.02488,-9.019159,2
-4.8291607,-8.940296,8.903349,-8.703403,2
-1.4472735,-11.748713,6.4735227,-6.181797,2
-11.326842,0.6393187,-7.3520446,7.2851686,3
-77.42304,-13.394519,-31.75345,16.877098,3
-11.406662,-3.7152076,-7.558203,8.706897,3
26.588285,-2.626365,-14.623324,-62.516777,0
-6.6822505,-2.0372472,11.973795,-10.760962,2
-9.496863,-5.860965,6.434309,-0.85429466,2
3.845728,-1.7571899,-1.9750897,-7.5801444,0
49.107864,-15.337634,-50.362267,-52.877827,0
-58.2692,18.035976,-56.110535,-3.9871802,1
-10.739061,6.5959234,-11.181613,0.8348293,1
-8.866189,-0.7960947,-12.897481,7.409895,3
-9.105939,-8.159787,-6.3598146,6.141466,3
-0.009293318,-1.7359132,-8.3497715,-6.4957047,0
0.56419766,-7.1113133,8.369076,-11.605032,2
-23.938078,-3.2530522,25.915285,-38.121094,2
-8.568827,-2.5667956,-9.808051,6.7582927,3
-10.757426,-6.4765797,22.63813,-47.456055,2
-1.7691475,-36.392296,-23.546312,7.3867774,3
-1.3997123,-4.3047504,-11.194402,-3.5216625,0
2.4188502,-3.7849567,-5.0226173,-3.8308754,0
-9.08635,5.489538,-0.17046323,-4.910364,1
-16.377197,-10.757927,9.522637,-10.683813,2
-4.3587384,-3.577733,5.374476,-4.8668075,2
-8.548348,6.245173,-25.226282,-6.261169,1
-13.219499,8.127607,-12.852284,0.11329776,1
-9.998099,-2.450586,8.323824,-8.05966,2
2.9194396,-4.709926,-3.4210622,-7.8795567,0
9.970504,-3.1848326,-0.961447,-19.031334,0
4.2194567,-8.707231,2.4248743,-6.660573,0
-2.2689943,-3.1336832,-10.465718,-2.6431053,0
5.0028696,-2.899064,-6.344999,-3.6833646,0
-36.8713,-12.646486,-21.612354,9.7565775,3
-11.791167,0.593833,-26.383316,11.565427,3
-1.2869158,-1.9021959,9.065936,-14.844544,2
2.2962162,-4.728748,-0.5693679,-6.577917,0
11.618638,-0.46840903,-10.070623,-25.340338,0
2.0886428,-3.7961366,-3.0597827,-4.572045,0
-11.185284,-28.703056,-18.433207,21.35017,3
-5.6471024,5.356963,-1.6393518,-8.645225,1
2.9275057,-2.7444172,-4.8919177,-2.4072652,0
-75.799866,35.723244,-46.469032,-42.294365,1
-6.275042,-6.912008,9.845004,-5.589664,2
-11.076655,-1.1663518,-25.653889,6.0985875,3
4.345658,-2.0645943,-7.5008163,-12.388161,0
-12.96355,-12.797944,-4.8953,9.79877,3
0.20498703,-5.545955,-13.569433,-3.9322665,0
-4.3431706,-4.2892175,11.582223,-17.670404,2
-9.767299,0.73960745,-7.6616964,4.6243634,3
1.9504769,-2.5348861,-5.942477,-1.888063,0
-12.647527,8.591171,-9.45746,-1.6368167,1
4.9548445,-3.1380157,0.4948656,-10.993758,0
0.42836905,-3.8310401,-3.6430218,-4.774372,0
-10.517425,-4.94673,10.163335,-10.542662,2
-0.4342403,-9.22878,5.501325,-7.0844793,2
0.37125146,19.942102,-14.447769,-31.91139,1
-1.5241023,1.224237,3.329506,-10.246465,1
-7.751903,5.243445,-4.7928658,-1.109124,1
-0.59590584,14.269763,-7.1153607,-29.544327,1
7.2923093,-6.5002165,-22.123615,1.3754532,0
-1.8059546,-3.9110432,0.052775525,0.100590676,3
-12.428049,6.71413,22.047848,-93.46786,2
-12.265472,-0.4800985,-23.424986,11.821854,3
-19.7848,2.1710317,15.986864,-33.435028,2
0.88359773,-6.603843,11.958544,-20.859863,2
6.327906,28.237038,-23.398367,-176.70885,1
-1.628261,-7.1649933,-9.260951,1.6448281,3
-5.8908615,-0.65093136,-6.6615987,2.157225,3
0.596268,-3.4577417,-9.628199,-5.324394,0
-25.61846,-7.979681,21.196188,-31.357656,2
-19.029451,15.353727,-18.292955,-0.7224745,1
0.007753585,5.8832245,-5.559184,-12.78468,1
-7.0537004,5.8762693,-22.225954,-0.019110575,1
2.7733898,-25.041481,-19.393797,9.371687,3
7.3485866,-11.316574,18.385342,-80.62938,2
-4.6591244,-0.22804542,3.1325605,-7.4774604,2
-4.9751053,6.8499484,2.4901373,-20.534569,1
0.51189595,-6.4203415,4.5730157,-4.5457587,2
-2.7187874,8.533944,-4.119924,-16.97419,1
21.482931,-16.582434,11.238391,-153.31358,0
-30.609776,-33.06863,-10.554523,20.71437,3
2.4820414,-1.3183184,-1.9000009,-8.939952,0
-11.405997,-3.9681268,-15.669156,7.317633,3
-8.837282,8.966832,-4.343996,-10.968888,1
-4.773261,-2.2412124,4.1311436,-8.719516,2
-24.419468,-52.078777,-34.898323,26.65535,3
-12.167336,0.03198783,-20.66144,6.9107766,3
-8.342108,-1.787355,-1.0796771,1.6756582,3
-1.9322556,5.1727157,-5.383306,-8.490426,1
-5.640303,-2.7437313,-5.510045,2.320407,3
-8.706557,-9.187197,-75.12791,28.113985,3
-8.126232,1.1236491,-9.789811,-3.0205355,1
6.3166556,-1.919937,-3.813832,-9.033779,0
-6.5574527,-7.646523,-12.746769,2.9124565,3
-9.211783,-4.349221,7.596757,-8.438802,2
-11.149759,4.819265,-3.9450457,0.51885015,1
-7.99241,5.872356,-6.1502595,-3.3223135,1
-3.5720067,-6.230988,8.713065,-8.942978,2
2.5514688,-0.73808897,0.61955065,-18.597404,0
-7.9076533,-2.2940726,1.1909583,-6.8450146,2
-5.627952,-1.2288786,-7.0642076,2.9970942,3
-4.657025,-1.9268857,-13.16287,0.9272921,3
-13.086228,-5.3375044,7.846018,-23.469612,2
5.189456,-2.9397922,-6.6394653,-6.7393913,0
-30.6994,-0.54356253,8.9769945,-14.735672,2
0.56200445,-5.966747,-7.6828256,0.5363349,0
-7.1130853,-0.62721205,-4.7896767,2.8205495,3
-9.95266,-5.3315783,11.791983,-5.105547,2
-11.528179,-11.277503,-72.8779,26.16209,3
-5.242118,2.3535485,-9.093993,-0.11013985,1
-5.1046863,-3.2937093,-6.044399,4.9645905,3
-9.092574,-9.288458,-81.423065,28.969952,3
-13.451451,-2.4599576,-6.50705,11.343289,3
-4.211713,3.7310855,-5.3162866,-2.0782375,1
-27.387531,-21.84145,-9.662907,19.643162,3
2.1966145,-3.2140944,-3.2815413,-6.731303,0
-6.9105806,-8.544072,10.497832,-1.0553023,2
5.704086,-5.615731,-2.1491609,-8.488795,0
-5.069543,-2.363621,-16.241167,4.813482,3
-5.78948,-5.8597627,-3.0360641,5.823085,3
-0.8630556,-1.6462342,6.4210668,-10.844109,2
-18.747309,-27.670082,-15.956632,24.026386,3
-4.327619,-4.2185564,-2.9049008,2.850688,3
9.189041,-12.188956,-4.0330925,-19.569324,0
-64.24608,18.235098,-45.962517,-1.3780321,1
5.091732,-4.816306,-1.2773277,-9.896918,0
-11.391782,-1.6081856,-23.888441,12.130234,3
-8.7436,3.5680397,-5.3728795,0.2964347,1
-5.480824,-5.2852855,5.0360622,-2.1777103,2
-5.4206,6.7350507,-6.1150384,-11.476289,1
-3.1881628,-1.326729,3.7143955,-8.758995,2
-4.043123,-3.10095,6.5243654,-10.75384,2
2.129635,-2.5855436,-3.507717,-2.9497318,0
-4.3559737,-7.8211493,8.164892,-11.825599,2
-0.10949557,-7.542226,-6.811196,-1.3262994,0
-8.359718,-10.88593,20.147854,-14.736303,2
-11.168557,2.8390627,17.8811,-38.01415,2
0.23213041,-4.791538,-7.959438,-5.6840587,0
1.1137726,-3.1842983,-3.9176772,-7.9514055,0
-3.1352737,-3.3076637,-8.792274,-3.135109,0
-9.036677,-1.0684735,-0.6748078,-4.8908877,2
-2.2516477,-2.7065065,-4.617742,4.9835863,3
2.3620965,-4.1480823,-4.5706315,-3.2515383,0
-6.861891,4.0553236,-11.5400715,-3.585147,1
-8.368024,0.53295493,-12.729315,6.2531075,3
0.10864222,6.4388027,-13.6906395,-4.768479,1
16.842785,-39.141804,-29.519026,-8.280753,0
3.391783,-2.0763147,-4.109327,-2.2553856,0
-3.9779937,-7.0874653,9.064372,-7.0197797,2
-1.9976524,-5.951191,-6.924276,1.7921014,3
3.946858,-4.709958,-2.4587147,-34.59479,0
-3.1228569,16.915522,-11.373121,-22.787996,1
-5.798875,-4.3106146,5.9127173,-7.6135893,2
-2.3849213,1.1459891,10.584624,-21.41351,2
4.195141,-9.25484,0.45442176,-6.0554094,0
-7.0195417,-2.2800434,8.72417,-24.357769,2
1.6158303,-12.72096,-5.6538672,-2.376165,0
-4.1747236,2.0076194,-8.2185335,-1.6048604,1
-9.735872,5.3906918,-2.3005624,-5.20256,1
3.0649714,-6.6337895,1.2900164,-6.7185493,0
5.255716,-9.511558,-6.499635,-4.1351314,0
-1.4808953,2.1627052,-6.222143,-2.8376825,1
-59.259842,-34.594406,-2.8478055,31.130545,3
-23.811357,-15.738337,9.399603,-2.2523398,2
-1.4009631,-7.6172385,-8.058025,-6.0790167,0
-17.538202,-7.292026,20.908083,-18.556625,2
-11.264475,-14.719917,-10.307973,10.512312,3
-4.6623673,-4.5184956,6.841906,-12.707183,2
-4.408231,-4.0781746,-3.5570881,2.6299388,3
2.4583604,-9.50437,-5.8892126,-4.1353755,0
-110.95149,64.00494,-94.614845,-37.36715,1
4.7110047,-0.9051556,-7.6996183,-4.6671224,0
-4.0284925,4.460529,-9.675076,-3.0123506,1
-18.051956,-26.490587,-19.770569,26.120338,3
-3.55271,-2.2153401,-3.3226557,4.0441732,3
-5.9972663,5.475107,-6.213385,-6.1211996,1
4.6589932,-1.758092,-8.459893,-4.476287,0
-5.6103654,-4.4102006,6.112619,-3.4449024,2
2.3188212,-12.83168,-2.375728,-1.6009339,0
-23.795359,-7.1914253,27.676039,-29.433578,2
-3.450568,-2.8916163,5.388509,-7.3163214,2
-20.63374,-8.453859,27.677567,-27.388006,2
-6.042528,-6.410764,9.878897,-7.6608553,2
-4.2218,8.100389,-7.0193925,-12.094809,1
-17.599365,-30.23239,-16.599066,9.703271,3
20.924274,-8.791142,-21.752052,-16.951998,0
-10.563394,-0.36573464,-4.684588,4.2673616,3
-10.780996,0.78063214,10.303571,-14.120971,2
-2.4414027,-3.097774,11.995983,-24.001926,2
2.7803016,-7.694953,-2.4337897,-3.760399,0
4.7480016,-2.6690874,-4.438506,-8.761309,0
4.4019003,-7.4145722,-0.4939124,-7.143323,0
1.0478828,3.7848446,-10.401249,-2.687499,1
-3.3452384,3.1059542,-3.8424256,-14.979603,1
17.221233,-1.5843036,-14.048731,-16.561773,0
3.9999955,-4.8394012,-4.456252,-6.975296,0
-7.5983315,2.3919015,-1.6722676,-5.822063,1
0.35460442,-6.6995306,-4.4774337,-4.591017,0
1.5340021,-2.3320532,-4.985425,-6.111965,0
-3.918147,-4.939442,12.4228325,-12.003975,2
2.506254,-5.1942077,-2.2545133,-5.9193754,0
-20.566505,-9.569829,-34.20727,7.8652816,3
3.1094482,-3.7197807,-7.514679,-10.438826,0
0.3238001,-5.150204,-7.1628246,-5.3761406,0
-3.7490022,4.878974,-6.018887,-6.2604785,1
-55.66057,4.7569113,44.284718,-85.414246,2
-21.955074,2.5748463,15.866964,-6.9513283,2
-36.328644,102.23683,-102.20237,-134.49219,1
-10.776394,4.438734,0.8806342,-4.764844,1
-57.439793,83.91021,-35.85265,-186.06592,1
1.5974029,-2.444615,-4.7846446,-3.712864,0
-8.46204,2.483058,-2.363542,-2.9416497,1
-0.19222412,-0.52038014,-4.066672,-6.7572308,0
-11.500577,2.3301022,-6.7129974,4.9322767,3
-18.880552,-21.714836,-6.3318415,6.6164093,3
36.13374,-1.2359632,-22.411974,-75.0842,0
-6.3934917,8.044004,-4.258321,-10.627537,1
4.870118,-4.796033,-7.3726454,-12.340399,0
9.664168,-4.2927446,-0.749905,-19.26797,0
-21.887388,-22.962034,8.602195,-8.908175,2
15.269112,-31.294394,-12.938535,5.0270157,0
20.16868,-18.532558,-5.009071,-17.60614,0
-7.9680095,3.1659524,-22.731277,-7.8956723,1
22.70506,-6.5919476,-21.684889,-23.677193,0
-4.105202,-7.1726494,7.684905,-8.083711,2
-12.574465,8.828067,-14.662754,-0.20159918,1
-5.3502226,7.0049887,-15.033967,-1.9675206,1
-4.955842,2.1689909,-2.1294763,-4.0847173,1
-9.783584,5.2653065,-1.1339014,-4.310249,1
-7.4299083,-1.6252552,-5.7080703,2.7098923,3
-5.2419324,-3.1799016,5.5136824,-4.9573236,2
-6.1517086,0.37223953,-7.8516316,0.3703667,3
-4.845875,-5.9675817,9.660774,-7.06402,2
-0.36120594,3.1639264,-5.51713,-5.760353,1
9.240124,-2.6620088,-0.68153596,-21.12588,0
-23.943008,-28.498238,-6.2330756,12.851668,3
-4.284434,-3.6267965,7.0140452,-15.898693,2
-7.532452,-0.7333011,-6.7465096,4.6685143,3
-11.629853,-5.3466945,13.40178,-7.818385,2
-3.577971,-3.8614612,7.3497524,-5.8786173,2
8.649631,-5.941538,-39.45579,-15.535326,1
0.012329608,-6.144647,13.506865,-23.952839,2
-5.0388136,-3.5340145,-11.714876,5.2397194,3
-3.2454278,4.141066,-5.5476007,-2.7730455,1
-2.0123618,-4.791869,6.279573,-14.494754,2
4.826623,-2.3773153,-11.51047,-4.929599,0
-5.3271074,-1.4797316,-5.4296007,2.69996,3
-7.588626,-7.1137366,8.107254,-2.1180592,2
0.880976,-6.619076,4.809432,-11.685613,2
-54.30875,160.50577,-154.88564,-187.43042,1
-12.822081,13.686006,-13.101329,-6.2533803,1
-2.608145,-0.4609356,-2.2110271,-3.4320433,1
-3.8167858,-2.901863,13.177462,-13.133692,2
-2.5116305,-0.3280647,2.5657034,-7.357919,2
-6.4742413,-0.002219811,-7.0300303,2.6247752,3
-5.2101483,-7.478688,5.0685525,3.117824,2
-74.34441,-19.647453,-34.768772,16.067867,3
-6.305117,-5.575666,6.9709687,-3.2472606,2
-8.112574,-1.9091347,-12.993946,5.1037626,3
2.5053976,-1.2620988,-7.1342106,-4.7071786,0
-8.840374,5.1959352,24.953564,-119.7146,2
-3.0119185,-3.6065924,-4.755961,3.5751824,3
-6.065949,-6.589595,-19.509844,7.973493,3
-4.365096,-4.8036046,9.040266,-10.6280155,2
3.0013988,-4.807348,-3.7789125,-3.429667,0
-11.37114,-1.1163483,9.063752,-7.122865,2
5.2090697,-1.4899755,-5.4476404,-8.8752365,0
-3.4578052,-1.2327058,6.5102105,-11.20147,2
-0.7640365,-2.074131,11.928595,-35.73202,2
-2.1934066,4.670153,-12.805285,-6.334118,1
-6.1202974,-2.4324815,-13.416974,3.983566,3
-0.20020592,-6.6035633,11.112781,-10.848587,2
7.7021594,-4.6657715,-6.0438247,-15.115584,0
10.660906,2.0505335,-22.626373,-28.508505,0
8.481344,1.8348767,-9.761197,-22.130823,0
-5.17144,3.4880977,-7.093695,-0.47343487,1
-79.39346,16.2418,41.62726,-91.71317,2
3.8071074,-2.026942,-1.8904476,-4.730056,0
-7.2577567,0.16153142,-6.749227,3.3188868,3
-18.109322,-15.619828,5.7586627,-9.354762,2
-2.8539116,1.0229683,-0.22092745,-6.589559,1
-7.2536526,4.5833063,-10.922011,-7.994814,1
-5.3335686,-5.0424266,3.6314669,-1.6333395,2
-45.165997,-38.202003,-2.007503,25.195839,3
-3.7913203,4.4831963,-7.033739,-2.9390554,1
4.039316,-2.3929286,-7.271211,-1.6889408,0
-2.1702251,4.1598597,-3.0015793,-9.477002,1
8.234748,-1.611712,-0.32959205,-17.151318,0
-1.8737012,0.66630924,11.335018,-21.570736,2
-4.6719937,-4.8037868,-0.48249313,-3.3343766,2
-9.827125,-2.5817192,11.686267,-13.156334,2
-6.2637973,-1.7840633,12.746798,-21.93015,2
-8.911882,-5.1163116,3.2442484,-3.5629668,2
0.9098283,-6.5664988,-6.3190894,-4.899303,0
-2.3722565,3.777849,-0.751176,-14.236049,1
-6.9192696,3.1185691,-4.553794,-2.5584323,1
-3.647528,4.0885916,-1.1774212,-10.094126,1
1.7836432,-3.4272506,-8.896246,-1.8759552,0
-6.384163,-0.325842,-14.995633,4.1810994,3
-12.082028,-18.939854,-14.531094,16.958715,3
-4.401293,6.2194486,-4.2205462,-18.912018,1
-1.8415599,2.3555784,-6.595274,-4.655566,1
2.786508,3.8693757,-17.177845,-19.945803,0
2.4501607,-5.9055834,-7.7586417,-3.5574906,0
