lda1,lda2,label
-2.461726816,-1.433909554,3
5.745797791,2.082769424,2
-2.252299896,1.561388401,0
-0.724815913,1.517021052,1
3.36495781,-0.628645476,2
-1.549194381,1.46233844,1
-2.757533925,0.641357207,1
-1.79095014,2.101676732,0
3.606132621,0.156934003,2
5.347981757,0.411175244,2
-0.255877171,3.586176122,0
-0.117588814,2.152910429,0
-1.786520146,-2.873888947,3
-1.688997917,0.420644509,1
-2.395257985,-3.839049837,3
-1.145019931,-1.827662604,3
4.264603029,-1.453086803,2
-2.543614957,1.310960194,1
3.467878473,0.635062432,2
-1.95250866,1.101761873,1
-2.085156882,-0.468691377,3
-1.235164018,1.340407174,1
7.892221243,-1.203110682,2
1.824213415,0.410584919,2
-1.244952423,2.778784666,0
-2.174931889,1.220937683,1
0.226495822,2.438023299,1
-0.60076345,2.836781862,0
-3.163742837,-1.622753811,3
-3.480891323,-3.402541137,3
-0.690406895,1.66308605,1
-0.679538372,2.755872642,0
5.429688415,-2.478130226,2
0.210447576,2.673635476,0
-2.163142129,-2.462618001,3
-1.422101813,0.811996256,0
-1.210997288,2.411562506,0
-1.673842667,1.863411338,0
-0.239418595,1.422844927,0
-1.8142645,2.319635634,0
5.978819799,-0.656889483,2
3.293632384,-0.365017658,2
-3.251898163,-1.812715917,3
-1.016131902,2.438925231,0
0.341717192,2.13457844,0
-2.717511696,2.993835692,0
3.611671342,-1.021488657,2
-0.745093191,3.416803664,0
-2.328505787,-0.037178862,1
3.347493762,-0.634975754,2
-1.889209626,1.075969917,0
0.309994967,0.051685312,1
-1.968906225,0.604619569,1
-1.201429266,2.355053854,1
4.747620151,0.275350033,2
-2.511351109,-3.82796188,3
4.56869183,-1.308106587,2
4.59982437,-1.595027729,2
-1.491244693,-1.536200268,3
-2.109472365,2.826369459,0
-1.939813768,-4.263821485,3
-1.426274458,1.635094304,0
4.429060598,-2.50609049,2
0.428003273,0.670274899,1
-1.21739581,1.222875754,1
1.301092337,-0.024259058,1
3.649148178,0.365337858,2
-1.592656041,1.494095284,1
-2.590101823,-2.820935893,3
-2.420174481,-2.430376592,3
4.198143754,-1.660955162,2
-1.433086598,-3.448406719,3
-2.325367476,2.234647006,1
-1.912788664,-3.8656861,3
-1.409940463,0.651849978,1
-2.025226892,1.211340431,0
-1.20908717,1.10391712,1
2.821703368,-0.170670584,2
3.572618268,-0.065572688,2
-0.878307294,0.647402611,0
-0.460324251,-2.457464294,3
-1.391556831,1.44431836,1
-2.296872933,-3.599891412,3
-1.669904308,0.493216116,1
5.470234762,-0.767374256,2
-0.491389278,-2.140743372,3
-2.383371315,0.70270746,0
-0.819610154,1.296025518,0
2.316741543,0.222875424,2
0.777896585,2.060547762,1
5.990969219,-3.286210828,2
-2.229608597,-2.447232336,3
-1.343567524,1.627943717,1
2.44573177,-0.053268655,2
-0.056203845,2.01264185,0
1.612108079,-0.257929894,2
-0.682976913,-0.032706833,1
-0.266817445,1.474965276,0
-2.426070651,-0.646601344,3
-0.813523835,1.799730868,0
-2.395487618,1.161470389,0
2.587406739,3.137881289,2
-1.269108076,1.480732327,1
-1.828051959,0.731530437,1
-1.196563333,0.917624788,1
1.396442901,-2.841317802,2
-1.516468309,1.308492534,0
-1.846395348,-1.858633645,3
4.263636684,-0.5659801,2
-1.254755798,2.107556117,1
3.075564429,1.014714577,2
-2.176650271,-1.835302417,3
2.963869599,-0.588124294,2
5.404066911,-0.015368077,2
-1.496215221,-0.957993937,3
-1.659293143,-1.609105045,3
-2.36987684,1.293474204,0
-1.71773195,1.044548819,1
-2.976287646,-4.927456207,3
2.407640412,0.672568249,2
-1.175692074,-2.993921796,3
-1.145741672,0.260294073,0
-1.682105977,1.43790499,0
-2.020064292,1.943862712,0
3.083566946,-1.037669464,2
-2.262733849,1.77541962,0
3.617273061,-2.197305737,2
2.952206707,-1.094044154,2
-0.959099059,1.964733159,0
-2.039929612,-2.652371972,3
-0.666541103,3.27175295,1
4.662963983,-0.027422958,2
-1.154593766,-0.251408484,0
2.53442757,-0.641453286,2
0.44019402,1.921783324,1
-0.300234392,-1.340329302,3
-1.66715139,-0.37031139,1
-1.652421534,-1.98584573,3
6.481964205,-0.397674295,2
0.354079656,0.678299668,1
-1.227965473,0.082643125,1
-2.884533951,0.318876725,0
