lda1,lda2,label
1.944176078,0.987398145,2
-0.581444728,0.302147487,0
5.340013172,0.015790721,2
-1.122790155,2.03675086,1
-1.125797532,1.011648062,1
-1.08721387,1.504462968,0
4.383826255,-0.855564667,2
-1.381554819,0.438754716,0
0.067305064,1.533154271,1
-3.947656925,-2.863997446,3
-1.157295855,1.487893579,1
-1.411543517,-2.697396034,3
-2.091119617,1.079531365,0
0.88502711,1.000827622,2
-2.664750239,1.531057823,0
4.435915667,-0.042271518,2
-2.920745444,-1.43123729,3
1.562597301,-0.299013872,2
4.618260264,-0.6357697,2
2.171115561,-0.506744487,2
-0.276897242,0.734501644,1
-0.523953682,2.242311327,1
5.087107028,-1.368927808,2
2.302893763,-0.404212828,2
3.792118676,1.330699146,2
-0.637224438,0.276385665,1
-0.926784208,1.014006303,0
-2.18232629,-0.492385774,3
-0.413049432,-2.908206829,3
-0.573523561,-1.184749922,0
0.250898688,2.144051665,0
-0.994357578,1.05675984,1
1.122567825,2.774994995,1
-2.88918623,-5.422976301,3
-1.625367324,-3.428465696,3
4.555687967,-1.67654787,2
3.814608579,1.032029736,2
2.514202119,-1.883114029,2
-1.187751829,1.115252638,1
3.403516795,-0.190655786,2
-0.959059928,-1.309522801,3
-1.154221013,0.967956928,0
-0.946684289,0.945477462,1
4.78746045,-0.603064006,2
-0.365438552,3.141419964,0
-1.417474369,2.382729303,1
-1.531064398,-1.801692412,3
-2.233634635,0.83395261,0
-1.763216956,-0.879475366,3
-1.936107403,-3.752173364,3
-3.402452979,-2.873353465,3
-1.817943015,1.545121225,0
-0.623130833,1.321777841,0
-1.148323306,-0.169813073,3
-1.175539337,-1.397029665,3
-1.627196841,-2.526179361,3
3.605920201,-2.000434532,2
-1.217677017,-0.303919952,1
-1.97714504,-0.723324008,1
-0.520818327,1.474662327,0
-1.114624371,1.599320112,0
-1.732691747,1.606695492,0
-2.011448723,1.648668974,0
-1.765049971,-2.182332716,3
-2.278600417,0.220840766,1
2.743472899,-0.544432952,2
-1.689238431,1.680138072,1
-1.537319169,-0.367346793,3
-1.723869455,1.787149542,0
-0.168513756,-0.520514796,0
1.823182574,0.985119023,2
-2.896807856,0.228208064,1
-1.209453776,1.795256673,1
-1.540841732,1.458324353,0
-0.710221141,0.820898632,0
-2.63752382,1.924767651,0
3.093383749,-0.63364796,2
-1.349901858,0.806722065,1
-1.213221538,-2.458853193,3
5.155498969,-1.054870803,2
-2.52253075,-4.655504091,3
-2.476392751,-4.909497108,3
-2.141046939,-1.197129462,3
4.500713664,0.969021198,2
2.901033658,-1.031194711,2
-3.198068774,-3.085568406,3
3.770472725,0.002851653,2
-0.053623424,0.316644589,0
-1.470313604,-2.396063057,3
-0.492225217,1.568003011,1
4.385159875,-0.03872753,2
-3.716066518,-2.441967885,3
-0.66072696,0.758961275,1
-2.14162606,1.69148094,0
-2.263110573,0.171460256,0
-1.255889019,1.089272544,0
2.408978646,1.333951819,2
3.144863371,-0.015715424,2
-1.543618409,2.271144437,0
-2.538739967,1.320104171,0
4.352893612,0.691752678,2
-1.461219573,-1.69931875,3
2.755860042,0.231367223,2
-3.570091317,3.527233262,0
0.082359749,3.12592229,0
4.187772369,-1.34656311,2
-0.842705769,1.653943922,1
-1.245010676,-2.667998343,3
-0.298476209,2.013073895,1
4.523627203,-0.597507199,2
-1.269861694,-2.989811522,3
1.071921667,0.843070329,1
4.788673076,0.007910892,2
-2.10656111,-3.0789431,3
-0.773541024,1.43466379,1
-1.584607969,0.471888766,1
-1.276588562,1.782625889,0
-1.161534698,2.390039576,1
-0.522094326,1.650776753,1
0.326288246,3.48589535,1
-1.563134626,1.336120965,0
0.952112343,-0.75679217,2
-2.170474101,-3.272166883,3
1.254969404,-2.408655857,3
-1.233489756,0.29151569,1
-2.050338215,-1.267896334,3
1.20693071,-3.272545114,2
-0.342674228,1.866714169,0
2.091402952,0.216558344,2
-0.968376781,1.025920971,1
-1.13591031,0.68780656,0
2.606450792,0.790948737,2
-0.297243422,0.106794358,0
-2.47652106,-0.725298455,3
-1.172784863,1.871952173,0
3.249058121,0.064619139,2
-3.123459041,-4.309793204,3
-3.346953586,0.865633982,1
1.789128192,-1.710822354,2
-1.383021268,1.803174803,1
