0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
3.9503093,1.1680083,0.72342193,3.1678147,4.179403,2.8204813,3.872392,0.997015,3.681411,3.10205,2.8481572,0,0.6276805,1.5423223,0.50455594,0.79721826,3.1540668,3.1403522,3.3672557,3.636021,3.0432477,0,4.077412,4.1389694,0.19454788,3.3554864,3.078638,0.3949546,0.1928837,0.79997027,0.5310074,4.3940988,2
0.13564268,1.1602435,0.8843572,0,0.18633972,1.6032941,1.5680066,0.89347535,0.6645924,1.3613796,1.5074356,1.5861846,2.1419952,1.2968518,2.740557,3.4250503,1.6938957,2.0654008,2.8013704,0.8591082,0,0,0.547387,1.7961235,2.4922123,1.7265861,0,2.3710935,0.51016974,0.81074834,0.87133247,0,1
5.6444864,6.414057,5.4892116,0,5.2549777,0,0,8.1127615,0,0,0,0,5.019126,0,3.1357858,5.806572,0,0,5.2519784,0,0,0,5.2195992,5.731138,0,0,0.002504617,4.668452,1.7810893,8.635334,4.5185723,4.4114676,3
0.22394425,2.1848743,4.5440817,0,0,0,4.9996905,0.22837594,5.0602403,0,0.8080974,0,1.0033712,0,2.386251,4.1155777,2.0773,4.008592,0,4.4496465,0,0,5.417911,0,1.3214319,0,0.3016553,0,3.8509889,0,5.52293,1.3641642,0
4.121169,3.3860538,2.7004607,0,3.9216907,0,0,4.6076355,0,0,0,0,2.6712232,0,1.227139,2.7422678,0,0,3.654229,0,0,0,3.28845,4.2815676,0,0,0.52448416,2.7502143,0.5870271,5.033075,2.1097834,3.1291118,3
4.224903,0,0,4.7092505,4.9831467,4.9005814,4.6128783,0.23465994,3.8613384,4.380527,4.7342253,0.538282,0.65618944,3.131713,0,0.22029291,4.603781,4.1000724,4.103758,4.402631,4.6192946,0,4.02538,5.2218227,0,5.2031837,3.2212617,0.14923827,0,0,0.053061318,4.6448054,2
3.7525775,3.9730186,3.374265,0,3.5494645,0,0,5.1368,0,0,0,0,3.180726,0,2.0631828,3.87405,0,0,4.250696,0,0,0,3.094109,4.241192,0,0,0.088847354,3.4216979,0.6584353,5.259207,2.7525077,2.9294662,3
4.0660286,3.357284,2.9298337,0.11808181,3.91238,0,0.16066568,4.4141245,0.29280484,0.35329586,0,0,2.0096927,0,1.1278086,2.4794934,0,0,3.6452212,0.020623475,0.2143485,0,3.7694795,4.0921826,0,0.034368798,1.2080315,1.8963362,0.92036813,4.427187,2.3933158,3.8055549,3
0.7672501,1.6542451,0.91858006,0,0.8561368,0.9803809,0,1.8152304,0,0.84978473,0.7678459,1.4145756,2.5869195,1.0266262,2.6329048,3.3515031,0.6694165,0.7689078,3.4336643,0,0,0,0.124581106,2.5505784,1.7384601,1.2481221,0,2.9896908,0,2.0435827,0.6546725,0.15673748,1
1.9589537,2.3663085,1.8029436,0,1.6383895,0.45974794,0,3.1384213,0,0.51896,0.23209313,0.915429,2.7527425,0.5496486,2.4036226,3.603404,0,0.1725661,3.7734149,0,0,0,1.1212261,3.234027,0.71809876,0.65677315,0,2.9927382,0,3.198814,1.5967239,1.3755412,3
2.3040318,1.4312598,1.9915284,2.083086,1.9591279,1.5542809,5.2159576,0,5.1371574,1.7356881,2.514855,0,0,0.3466052,1.0737156,1.5339689,3.3527348,4.153968,0.93559515,4.93509,2.0036116,0,5.0295186,1.795126,0.84433615,1.9209203,2.5633652,0,1.8605642,0,2.2946658,3.2869337,2
1.7144048,1.607382,0,0,1.8301251,3.3015788,0.059259325,2.2006965,0,2.8055034,2.2676208,3.2675261,4.441166,2.7223165,3.7165747,4.5001855,1.7923021,1.7072281,6.15352,0,0,0,0,5.0562057,3.1415393,3.7271428,0,5.33724,0,2.4120235,0,0.33685482,1
2.9447017,0.91566265,1.2761583,2.848053,3.2458663,2.568118,3.672784,0.9917592,3.345755,2.5704873,2.5915072,0,0.53898704,1.293524,0.30730036,1.0645688,2.8169928,3.0169322,2.4799054,3.515051,2.8381486,0,4.2529464,3.2856421,0,2.7818408,2.1890671,0,0.90239775,0.062274095,1.4409572,3.8235013,2
1.3204408,0,0.7963464,2.7502728,1.3981893,3.189487,5.7577667,0,5.0160894,2.656645,3.518589,0.19063339,0.24285409,1.8719418,1.0606236,1.3655324,4.636014,5.247126,0.9005757,4.900028,2.7339134,0,3.7974775,1.4177605,1.8844109,3.4044442,2.2021623,0,1.769422,0,1.3064536,2.204398,2
0,0.8541921,0.06967555,0,0,2.627609,1.6047744,0.72748196,0,2.0749767,2.0840638,2.8799114,3.0810583,2.1375833,3.567137,3.9555526,1.9589194,2.462896,3.542899,0.19950265,0,0,0,2.1307046,3.5473409,2.8210902,0,3.6129892,0.25562644,0.39898923,0.11477288,0,1
2.9738362,0,0,5.2446904,3.7937374,5.5639877,5.2663302,0,4.271834,4.8332734,5.653636,1.1724648,0.19274147,3.93796,0,0,5.6135874,5.2160864,2.9030511,5.190503,5.1369014,0,3.0161772,4.274094,0.41926467,5.9388475,3.1486564,0,0,0,0,3.4591742,2
0.3594824,1.0588368,2.6346118,0,0,0.6542216,3.1025202,0.20268458,2.8136191,0.22787265,1.4160349,0.119128115,1.1640333,0.2619512,2.0649834,3.2320988,1.9263191,2.8573694,0.2826456,2.7413309,0,0,2.7595882,0.38744333,1.1683779,0.5635365,0.258287,0.22151846,1.8923428,0,3.2291663,0.8379933,0
3.2598562,0,1.3601106,4.2382994,3.3091204,3.2138376,6.597322,0,6.605915,2.9238813,4.0218186,0,0,1.2818062,0,0.05693347,4.808872,5.267141,0.69825125,6.5566454,4.2623763,0,6.1447415,2.4410603,0,3.5480356,3.8064933,0,1.6778249,0,1.9019209,4.6359396,2
5.0242558,0.24369201,0,4.2414155,6.0275593,4.3816614,2.3709974,1.4781787,1.8592863,4.0779314,3.777362,0.9969046,1.7398185,3.1830122,0.15638432,0.23103932,3.571005,2.4615862,5.6275477,2.4813716,4.2981486,0,2.7837293,6.550935,0,4.8067265,2.922501,1.8653158,0,1.4390739,0,4.6773453,2
5.9465685,5.434098,4.418119,0,5.5820417,0,0,7.0392604,0,0,0,0,3.4323595,0,1.3942025,3.566842,0,0,4.737713,0,0,0,4.8257565,5.6970096,0,0,0.83187616,3.5222158,1.1989278,7.69653,3.4732716,4.6557956,3
0.12683406,2.513548,4.725855,0,0,0,3.8447232,1.0302738,4.300835,0,0.22158402,0,1.1049929,0,2.293705,4.399018,1.355163,2.9989526,0,3.409632,0,0,4.995633,0,0.989989,0,0,0,3.816571,0,5.4009595,1.195694,0
5.146936,4.600633,3.9142516,0,4.803008,0,0,6.03942,0,0,0,0,3.0249867,0,1.2292578,3.188967,0,0,3.9502048,0,0,0,4.319235,4.809239,0,0,0.6612478,2.9966252,1.1788889,6.546991,3.0965805,3.997859,3
1.6454401,1.0343988,1.3845625,1.3123118,1.4497272,2.6260626,3.6303005,0.39328915,2.9198956,2.2656386,2.9986556,0.84819484,1.5835294,1.6819012,2.1089754,2.7377048,3.2370727,3.7718801,2.5635095,3.4333045,1.3331662,0,3.0386028,2.791777,1.6737916,2.88416,1.0686324,0.94603723,1.0163192,0,1.6145461,2.1309884,2
3.454194,0.9419331,2.0886786,3.4176807,3.3726869,2.2726872,5.8650074,0.03920807,6.028541,2.2440164,3.0869172,0,0,0.5984662,0,0.7050218,3.8196607,4.4434314,0.91491354,5.7444854,3.3623586,0,6.335129,2.4847372,0,2.5352297,3.454736,0,1.9357717,0,2.4767716,4.692696,2
2.9512515,0,0.35536408,4.629431,3.4791467,3.986541,5.880047,0,5.5710955,3.7122662,4.1960945,0,0,2.2707953,0,0,4.89205,5.0119925,1.5456058,5.6187463,4.5729976,0,4.6597476,2.8100567,0.22953999,4.427104,3.5004091,0,0.8535785,0,0.7068728,4.180914,2
4.11214,0,0.9504117,6.5967336,4.032162,4.577397,9.770056,0,9.728562,4.1105833,5.7316694,0,0,1.9144014,0,0,7.119145,7.8250875,0,9.686641,6.466244,0,8.114943,2.4433227,0,4.982499,5.528537,0,1.9642354,0,2.1603646,5.836781,2
0.33145064,1.2057126,2.3371415,0,0,0.06691015,1.5817792,1.0686655,1.4901158,0.05017353,0.5451017,0.27732405,1.2185767,0.18756153,1.907798,2.7256536,0.73532933,1.6188638,0.6454955,1.3948308,0,0,2.1380365,0.49800366,0.88639474,0.11506958,0,0.44933861,1.6196996,0,2.7418988,0.46958804,0
0.64190793,3.0646539,4.7742834,0,0,0,5.3107095,1.0559506,5.392936,0,0.589702,0,0.6384286,0,2.5340676,4.590738,1.7882911,4.019637,0,4.109918,0,0,6.3649473,0,1.8774253,0,0.7032552,0,4.669443,0,5.6826353,1.6903343,0
2.3552449,0.30545196,0.3897968,1.9929336,2.3175032,0.9501769,2.1132617,0.1837048,2.399145,1.2022362,0.8703205,0,0,0.5566823,0,0,1.7113377,1.2180388,1.2434053,1.984524,2.130791,0,2.3963487,1.7884822,0,1.4559468,2.2494211,0,0.030005557,0.523841,0.3757483,2.3802614,2
0,0.24656497,0,0,0,4.4920926,1.8963103,0,0,3.5158136,3.7937036,4.8058486,4.499201,3.9391046,5.0930495,5.272438,3.587836,4.001267,5.207041,0.7888584,0,0,0,3.287964,5.4474974,4.7681837,0,5.175336,0,0,0,0,1
1.6574275,2.3387675,2.8260536,0,0.9320076,0,1.3427439,2.1511104,1.2027112,0,0.07548735,0,1.8618973,0,1.8718348,3.3170445,0.3729151,0.95741284,1.5873955,1.0793471,0,0,2.7484798,1.7636414,0.4454702,0,0.36627775,1.3451406,1.3046025,2.1553862,2.83595,1.7031798,0
0,1.2997903,0.63793856,0,0,2.7038581,2.8253813,0,1.0233394,2.176204,2.7158153,2.8979828,3.364159,2.317725,4.7003784,5.026393,3.0761855,4.033097,3.4625754,1.6279739,0,0,0.096853204,2.0865495,4.69218,3.2186007,0,3.393378,1.0949436,0,1.0196124,0,1
1.284112,2.146536,1.1861424,0,1.1661842,1.9573411,0.016939402,2.7080116,0,1.7322296,1.5848405,2.6038158,4.134699,1.8877306,3.9996374,5.1495676,1.256257,1.5444287,5.396355,0.10816047,0,0,0.10960657,4.2060585,2.5524027,2.2499447,0,4.656197,0,2.7789028,1.1761974,0.31592596,1
0.1192457,1.355802,2.7977371,0,0,1.2822549,4.533241,0,3.8400183,0.81140846,2.3105042,0.11668812,1.534794,0.5017876,2.8583667,4.0140176,3.0568292,4.3579817,0.46705115,3.934884,0,0,3.6136212,0.5966181,2.1684585,1.1820235,0.357,0.31616616,2.460992,0,3.5506637,0.9255782,0
5.4441304,4.2955275,3.0450501,0.1830047,5.443129,0.31554317,0,5.9493647,0,0.8060402,0,0,3.141005,0,1.6914494,3.205619,0,0,5.717955,0,0.26612812,0,3.981285,6.1529694,0,0.44620806,1.3083134,3.3937392,0.28440416,6.311522,2.2759392,4.7860227,3
2.1387076,2.24265,2.1685755,0,1.7809278,0,0.1773178,2.4913752,0.35691154,0,0,0,1.3441968,0,1.0450139,2.0377464,0,0,1.9844501,0.09910649,0,0,2.2070453,2.1303227,0,0,0.5946197,1.2372365,0.6349886,2.6037052,1.841122,2.062683,3
0,0.9910689,0.122066215,0.82994956,0.25195557,4.4382005,3.6449773,0.10432542,1.4639341,3.9463544,4.249633,3.798469,3.6780598,3.5985856,4.8696685,5.088444,4.2075763,5.03875,5.203832,2.44785,0.3786164,0,0.29995784,3.8403795,4.966799,5.10421,0,4.0960407,0.2877499,0,0.5013396,0,1
0.89466363,1.0680685,0.78444856,0,0.96759164,0.61214465,0.26933244,1.187524,0.10366839,0.62816185,0.44818345,0.6693845,1.0911787,0.6286734,1.1407001,1.7186078,0.62442356,0.6074657,1.9855055,0.054235905,0,0,0.69704753,1.4925332,0.80626446,0.89213294,0.098702595,1.4246807,0.12561034,1.2612152,0.5702387,0.66926795,1
0.84015,2.1343582,3.2719102,0,0,0,0.77557397,2.282715,1.0952852,0,0,0,1.653356,0,1.7193232,3.2023358,0,0.46635434,0.5966318,0.7948565,0,0,2.7222586,0.53196895,0.10089354,0,0,0.68659645,1.7633972,1.4420755,3.4744906,1.1889832,0
2.6170166,0,0,3.9285092,3.251915,4.0493994,4.3026886,0,3.5225089,3.610482,4.0610366,0.6785205,0.36404088,2.7541769,0.15829515,0.24341461,4.035754,4.10668,2.5739253,4.1274314,3.8277016,0,3.207166,3.5038464,0.22621574,4.3898234,2.3815668,0,0.33320522,0,0.2652453,3.1705647,2
0.76482695,1.3828101,3.1405287,0,0.05345744,0.24807808,3.1603882,0.7443064,3.1220217,0.007438533,1.0296216,0,0.79919314,0,1.5569112,2.9370325,1.5345516,2.6345692,0,2.8231173,0.07264503,0,3.641818,0.2645667,0.48000038,0.1296356,0.45916444,0,2.253293,0,3.6172435,1.4956224,0
4.6251206,5.162478,5.1103325,0,3.9112644,0,0.44548312,6.0177073,1.2444283,0,0,0,2.4133224,0,1.6479619,4.1225653,0,0,2.934073,0.44657537,0,0,5.975691,3.6700757,0,0,0.9710803,1.8762392,2.4568486,5.81741,4.713549,4.516967,3
0.04260666,0.9179174,0,0.9168151,0.4577679,4.699397,3.4192379,0.21413797,1.1738012,4.1873946,4.3822184,4.042546,3.8328457,3.8156748,4.8880954,5.0634823,4.224996,4.90336,5.610879,2.2646918,0.48400357,0,0.01949586,4.178101,4.95229,5.3545423,0,4.378653,0,0,0.19875255,0,1
1.2554702,0,0.24489513,1.18239,1.2877874,1.2624549,1.6505139,0,1.3211257,1.201038,1.1009715,0.3741213,0.32240307,0.8075539,0.34551063,0.39169592,1.5977954,1.3404402,1.3888726,1.1614738,1.4128343,0,1.128104,1.3690577,0.44602615,1.4956405,1.1585264,0.39526594,0,0.19692588,0.24074948,1.1084287,2
2.6721628,0.32731053,1.5934212,3.6799479,2.7056713,3.062347,6.5793056,0,6.3450437,2.7976663,3.8940754,0,0,1.3079941,0.4232467,0.9725322,4.7005897,5.4337,0.9442034,6.2190704,3.5677495,0,5.7655544,2.2190092,0.57267696,3.4497132,3.2680442,0,1.957966,0,2.1971,3.980736,2
1.3102905,2.1739469,2.4036226,0,0.8557739,0.25560707,0.5796348,2.4630616,0.5024297,0.028346285,0.33801207,0.5710217,2.3164077,0.26753736,2.3934298,3.7763252,0.4409488,0.86357117,2.5339198,0.56277716,0,0,1.8110642,2.0412035,0.9228686,0.22844696,0,2.200486,0.89538324,2.1509852,2.3941803,1.0433428,0
0,0.06371524,0,0.22433597,0.060590524,4.432497,1.5051901,0.04157585,0,3.6121824,3.5832365,4.2320976,3.803846,3.565917,4.0665274,4.0789123,3.1139467,3.1481996,5.4018536,0.545591,0.14211687,0,0,3.683919,4.321955,4.708409,0,4.806392,0,0.06756878,0,0,1
2.637285,0,0.73117155,4.773957,2.835537,4.4317245,7.938169,0,7.512459,3.7407708,5.131123,0,0,2.4027414,0,0.25209013,6.434434,6.901215,0.482413,7.458821,4.768554,0,5.80126,2.1422853,0.94007283,4.7474685,3.705828,0,1.8287894,0,1.5159096,4.016437,2
0.38679922,1.6062933,2.1277547,0,0,1.2224535,1.6251066,1.3743874,0.9490943,0.64935505,1.337482,1.5516639,2.9749577,1.0051498,3.407649,4.658348,1.5022576,2.2202387,2.6394253,1.3032908,0,0,1.308516,1.8507926,2.2587328,1.0444539,0,2.609984,1.1018744,0.9747052,2.5045533,0.12496932,1
